날짜,항목,팀,선수,비고,포지션
2020-07-11,부상자 명단,LG,정근우,15일,내야수
2020-07-11,부상자 명단,한화,채드벨,10일,투수
2020-07-11,소속선수 추가 등록,SK,김민재,육성선수 말소,내야수
2020-07-10,부상자 명단,NC,김태진,10일,내야수
2020-07-10,부상자 명단,NC,배재환,10일 / 7.12 1군 엔트리 등록,투수
2020-07-10,부상자 명단,삼성,구자욱,10일 / 7.14 1군 엔트리 등록,외야수
2020-07-09,부상자 명단,두산,박종기,10일 / 7.13 1군 엔트리 등록,투수
2020-07-09,부상자 명단,키움,이영준,10일 / 7.16 1군 엔트리 등록,투수
2020-07-09,소속선수 추가 등록,키움,김동혁,육성선수 말소,투수
2020-07-09,소속선수 추가 등록,삼성,이재익,육성선수 말소,투수
2020-07-09,등번호 변경,삼성,이재익,102→44,투수
2020-07-09,자유계약선수,SK,킹엄,,투수
2020-07-08,부상자 명단,SK,최정,10일 / 7.10 1군 엔트리 등록,내야수
2020-07-08,부상자 명단,LG,차우찬,10일,투수
2020-07-08,부상자 명단,한화,김진영,10일,투수
2020-07-08,부상자 명단,한화,송광민,10일,내야수
2020-07-08,개명,롯데,나균안,개명전:나종덕,포수
2020-07-08,군보류,롯데,고승민,,외야수
2020-07-08,소속선수 추가 등록,키움,박승주,육성선수 말소,투수
2020-07-08,소속선수 추가 등록,한화,김지수,육성선수 말소,외야수
2020-07-08,등번호 변경,한화,김지수,02→69,외야수
2020-07-08,웨이버,KT,이준수,,포수
2020-07-08,웨이버,KT,조근종,,투수
2020-07-08,웨이버,롯데,배장호,,투수
2020-07-08,자유계약선수,KIA,박진두,,내야수
2020-07-07,부상자 명단,KIA,문경찬,10일,투수
2020-07-07,임의해지,한화,김민석,,투수
2020-07-06,부상자 명단,KIA,김선빈,10일,내야수
2020-07-06,부상자 명단,한화,노수광,10일,외야수
2020-07-06,소속선수 추가 등록,한화,김민석,육성선수 말소,투수
2020-07-03,부상자 명단,LG,이성우,10일 / 7.7 1군 엔트리 등록,포수
2020-07-03,부상자 명단,삼성,김헌곤,10일,외야수
2020-07-02,부상자 명단,키움,한현희,10일,투수
2020-07-02,웨이버,SK,킹엄,,투수
2020-07-01,부상자 명단,두산,정상호,10일,포수
2020-07-01,부상자 명단,NC,박민우,10일 / 7.7 1군 엔트리 등록,내야수
2020-07-01,개명,키움,조성운,개명전:조덕길,투수
2020-07-01,웨이버,KIA,박진두,,내야수
2020-07-01,임의해지,롯데,정도웅,,내야수
2020-06-30,부상자 명단,삼성,이학주,10일 / 7.4 1군 엔트리 등록,내야수
2020-06-30,부상자 명단,한화,안영명,10일,투수
2020-06-29,부상자 명단,롯데,노경은,10일,투수
2020-06-29,자유계약선수,한화,호잉,,외야수
2020-06-28,부상자 명단,두산,김재호,10일 / 7.5 1군 엔트리 등록,내야수
2020-06-28,부상자 명단,키움,김하성,10일 / 7.1 1군 엔트리 등록,내야수
2020-06-28,부상자 명단,SK,핀토,10일 / 7.3 1군 엔트리 등록,투수
2020-06-27,부상자 명단,NC,이명기,10일 / 6.30 1군 엔트리 등록,외야수
2020-06-27,부상자 명단,삼성,김응민,10일,포수
2020-06-27,부상자 명단,삼성,박계범,10일 / 7.1 1군 엔트리 등록,내야수
2020-06-26,부상자 명단,LG,송은범,10일 / 7.1 1군 엔트리 등록,투수
2020-06-26,부상자 명단,KIA,이민우,10일 / 7.2 1군 엔트리 등록,투수
2020-06-26,부상자 명단,한화,노수광,10일,외야수
2020-06-25,부상자 명단,한화,정우람,10일,투수
2020-06-25,부상자 명단,한화,최진행,10일 / 7.3 1군 엔트리 등록,외야수
2020-06-25,소속선수 추가 등록,두산,오명진,육성선수 말소,내야수
2020-06-24,부상자 명단,KT,박경수,10일 / 6.27 1군 엔트리 등록,내야수
2020-06-24,개명,롯데,강태율,개명전:강동관,포수
2020-06-24,소속선수 추가 등록,롯데,강태율,군보류 해제,포수
2020-06-23,부상자 명단,두산,오재원,10일 / 6.28 1군 엔트리 등록,내야수
2020-06-23,부상자 명단,KIA,김주찬,10일,내야수
2020-06-23,소속선수 추가 등록,SK,이거연,육성선수 말소,내야수
2020-06-23,소속선수 추가 등록,KIA,남재현,육성선수 말소,투수
2020-06-23,소속선수 추가 등록,KIA,서덕원,육성선수 말소,투수
2020-06-22,부상자 명단,두산,이현승,10일,투수
2020-06-22,부상자 명단,SK,하재훈,10일,투수
2020-06-22,부상자 명단,LG,채은성,10일 / 6.30 1군 엔트리 등록,외야수
2020-06-22,웨이버,한화,호잉,,외야수
2020-06-21,소속선수 추가 등록,두산,이교훈,육성선수 말소,투수
2020-06-21,소속선수 추가 등록,KT,한승지,육성선수 말소,투수
2020-06-20,부상자 명단,두산,이형범,10일,투수
2020-06-20,부상자 명단,SK,이흥련,10일,포수
2020-06-19,부상자 명단,NC,양의지,10일 / 6.22 1군 엔트리 등록,포수
2020-06-18,부상자 명단,LG,임찬규,10일,투수
2020-06-18,부상자 명단,KT,송민섭,10일,외야수
2020-06-18,부상자 명단,삼성,강민호,10일 / 6.27 1군 엔트리 등록,포수
2020-06-18,군보류,두산,전창민,,투수
2020-06-18,소속선수 추가 등록,NC,박준영,육성선수 말소,내야수
2020-06-18,트레이드,SK,이태양,한화→SK,투수
2020-06-18,트레이드,한화,노수광,SK→한화,외야수
2020-06-17,부상자 명단,키움,박병호,10일 / 6.20 1군 엔트리 등록,내야수
2020-06-17,부상자 명단,KIA,류지혁,30일,내야수
2020-06-16,등번호 변경,KIA,류지혁,51→8,내야수
2020-06-16,등번호 변경,KIA,전상현,55→51,투수
2020-06-16,자유계약선수,한화,백진우,,외야수
2020-06-16,자유계약선수,한화,최승준,,내야수
2020-06-15,부상자 명단,두산,오재일,10일 / 6.24 1군 엔트리 등록,내야수
2020-06-15,부상자 명단,두산,허경민,10일 / 6.23 1군 엔트리 등록,내야수
2020-06-15,부상자 명단,LG,김민성,10일,내야수
2020-06-15,부상자 명단,롯데,안치홍,10일 / 6.18 1군 엔트리 등록,내야수
2020-06-15,부상자 명단,롯데,오윤석,10일,내야수
2020-06-14,부상자 명단,NC,노진혁,10일 / 6.21 1군 엔트리 등록,내야수
2020-06-14,부상자 명단,KT,강현우,10일,포수
2020-06-12,부상자 명단,SK,정영일,10일 / 6.17 1군 엔트리 등록,투수
2020-06-12,부상자 명단,LG,라모스,10일 / 6.18 1군 엔트리 등록,내야수
2020-06-12,부상자 명단,LG,이민호,10일 / 6.21 1군 엔트리 등록,투수
2020-06-12,부상자 명단,삼성,노성호,10일,투수
2020-06-11,부상자 명단,KT,김민,10일,투수
2020-06-11,소속선수 추가 등록,SK,양선률,육성선수 말소,투수
2020-06-10,부상자 명단,KIA,김선빈,10일,내야수
2020-06-10,군보류,두산,김태근,,외야수
2020-06-10,군보류,두산,박신지,,투수
2020-06-10,군보류,SK,김정우,,투수
2020-06-10,군보류,SK,전경원,,포수
2020-06-10,군보류,NC,서호철,,내야수
2020-06-10,군보류,NC,오영수,,내야수
2020-06-10,군보류,NC,전사민,,투수
2020-06-10,군보류,KT,고성민,,포수
2020-06-10,군보류,KT,정성곤,,투수
2020-06-10,군보류,삼성,공민규,,내야수
2020-06-10,군보류,삼성,윤정빈,,외야수
2020-06-10,군보류,한화,박윤철,,투수
2020-06-10,군보류,한화,변우혁,,내야수
2020-06-10,군보류,롯데,최하늘,,투수
2020-06-09,부상자 명단,두산,플렉센,10일 / 6.17 1군 엔트리 등록,투수
2020-06-09,부상자 명단,키움,김웅빈,30일,내야수
2020-06-09,부상자 명단,NC,김준완,10일,외야수
2020-06-09,부상자 명단,KT,전유수,10일,투수
2020-06-09,부상자 명단,KT,황재균,10일 / 6.16 1군 엔트리 등록,내야수
2020-06-09,부상자 명단,삼성,최채흥,10일,투수
2020-06-09,소속선수 추가 등록,두산,박지훈,육성선수 말소,내야수
2020-06-09,소속선수 추가 등록,두산,조제영,육성선수 말소,투수
2020-06-09,소속선수 추가 등록,한화,강재민,육성선수 말소,투수
2020-06-09,소속선수 추가 등록,한화,박정현,육성선수 말소,내야수
2020-06-09,소속선수 추가 등록,한화,최인호,육성선수 말소,외야수
2020-06-09,등번호 변경,한화,노태형,96→3,내야수
2020-06-09,웨이버,한화,백진우,,외야수
2020-06-09,웨이버,한화,최승준,,내야수
2020-06-08,부상자 명단,두산,오재원,10일 / 6.17 1군 엔트리 등록,내야수
2020-06-08,트레이드,두산,홍건희,KIA→두산,투수
2020-06-08,트레이드,KIA,류지혁,두산→KIA,내야수
2020-06-07,부상자 명단,롯데,허일,10일 / 6.9 1군 엔트리 등록,외야수
2020-06-06,부상자 명단,롯데,민병헌,10일 / 6.12 1군 엔트리 등록,외야수
2020-06-06,자유계약선수,키움,모터,,내야수
2020-06-05,부상자 명단,SK,김창평,10일,내야수
2020-06-05,부상자 명단,SK,한동민,10일,외야수
2020-06-05,부상자 명단,LG,송은범,10일 / 6.10 1군 엔트리 등록,투수
2020-06-05,부상자 명단,삼성,이원석,10일 / 6.14 1군 엔트리 등록,내야수
2020-06-05,부상자 명단,삼성,장필준,10일,투수
2020-06-05,소속선수 추가 등록,두산,양찬열,육성선수 말소,외야수
2020-06-04,부상자 명단,두산,허경민,10일,내야수
2020-06-04,군보류 자유계약선수,한화,김병현,,투수
2020-06-03,경조휴가,KT,오태곤,5일,내야수
2020-06-02,부상자 명단,KIA,나주환,10일 / 6.9 1군 엔트리 등록,내야수
2020-06-02,등번호 변경,두산,김명신,112→40,투수
2020-06-02,등번호 변경,두산,박신지,40→112,투수
2020-06-01,부상자 명단,KT,강백호,10일 / 6.9 1군 엔트리 등록,외야수
2020-05-30,부상자 명단,NC,김준완,10일,외야수
2020-05-30,웨이버,키움,모터,,내야수
2020-05-30,트레이드,두산,권기영,SK→두산,포수
2020-05-30,트레이드,두산,이승진,SK→두산,투수
2020-05-30,트레이드,SK,김경호,두산→SK,외야수
2020-05-30,트레이드,SK,이흥련,두산→SK,포수
2020-05-28,부상자 명단,LG,정찬헌,10일 / 6.4 1군 엔트리 등록,투수
2020-05-26,부상자 명단,SK,김창평,10일,내야수
2020-05-26,부상자 명단,SK,한동민,10일,외야수
2020-05-26,경조휴가,KIA,김명찬,5일,투수
2020-05-26,부상자 명단,삼성,구자욱,10일,외야수
2020-05-26,부상자 명단,삼성,장필준,10일,투수
2020-05-26,군보류 자유계약선수,NC,이재용,,포수
2020-05-24,경조휴가,NC,이상호,3일,내야수
2020-05-23,부상자 명단,롯데,추재현,10일 / 5.26 1군 엔트리 등록,외야수
2020-05-22,부상자 명단,KT,강백호,10일,외야수
2020-05-22,부상자 명단,KT,황재균,10일 / 5.24 1군 엔트리 등록,내야수
2020-05-22,부상자 명단,KIA,이준영,10일,투수
2020-05-21,부상자 명단,두산,오재일,10일 / 5.28 1군 엔트리 등록,내야수
2020-05-21,부상자 명단,삼성,백정현,10일,투수
2020-05-21,소속선수 추가 등록,두산,김명신,군보류 해제,투수
2020-05-20,부상자 명단,롯데,고효준,10일,투수
2020-05-20,소속선수 추가 등록,한화,노태형,육성선수 말소,내야수
2020-05-19,소속선수 추가 등록,한화,김현민,육성선수 말소,내야수
2020-05-18,부상자 명단,한화,하주석,30일,내야수
2020-05-18,부상자 명단,롯데,이승헌,30일,투수
2020-05-17,부상자 명단,키움,임병욱,30일,외야수
2020-05-17,부상자 명단,LG,고우석,30일,투수
2020-05-17,부상자 명단,KT,유한준,10일,외야수
2020-05-17,부상자 명단,한화,오선진,15일,내야수
2020-05-17,부상자 명단,롯데,정훈,30일,외야수
2020-05-17,소속선수 추가 등록,키움,변상권,육성선수 말소,외야수
2020-05-16,부상자 명단,삼성,이성규,10일,내야수
2020-05-16,부상자 명단,삼성,장필준,10일,투수
2020-05-16,소속선수 추가 등록,KT,김성훈,육성선수 말소,투수
2020-05-15,부상자 명단,SK,킹엄,10일,투수
2020-05-15,부상자 명단,한화,호잉,10일 / 5.21 1군 엔트리 등록,외야수
2020-05-14,부상자 명단,삼성,살라디노,10일 / 5.17 1군 엔트리 등록,내야수
2020-05-14,부상자 명단,한화,이용규,10일 / 5.19 1군 엔트리 등록,외야수
2020-05-11,부상자 명단,SK,채태인,30일,내야수
2020-05-11,부상자 명단,삼성,백정현,10일,투수
2020-05-10,부상자 명단,삼성,구자욱,10일 / 5.15 1군 엔트리 등록,외야수
2020-05-09,부상자 명단,NC,모창민,10일,내야수
2020-05-09,소속선수 추가 등록,두산,문대원,육성선수 말소,투수
2020-05-08,부상자 명단,SK,이재원,30일,포수
2020-05-08,소속선수 추가 등록,한화,조한민,육성선수 말소,내야수
2020-05-08,등번호 변경,한화,조한민,110→4,내야수
2020-05-06,소속선수 추가 등록,SK,김주온,육성선수 말소,투수
2020-05-06,소속선수 추가 등록,LG,한석현,육성선수 말소,외야수
2020-05-06,소속선수 추가 등록,NC,홍성무,육성선수 말소,투수
2020-05-06,소속선수 추가 등록,삼성,김성표,육성선수 말소,내야수
2020-05-06,등번호 변경,LG,한석현,100→58,외야수
2020-05-06,등번호 변경,삼성,김성표,117→35,내야수
2020-05-04,등번호 변경,두산,신민철,23→00,포수
2020-05-04,등번호 변경,두산,안권수,00→23,외야수
2020-05-04,등번호 변경,LG,김성진,44→65,포수
2020-05-04,등번호 변경,LG,라모스,65→44,내야수
2020-04-21,개명,키움,김태훈,개명전:김동준,투수
2020-04-06,트레이드,키움,전병우,롯데→키움,내야수
2020-04-06,트레이드,키움,차재용,롯데→키움,투수
2020-04-06,트레이드,롯데,추재현,키움→롯데,외야수
2020-04-03,군보류 자유계약선수,롯데,이지원,,투수
2020-03-25,소속선수 추가 등록,KT,강장산,군보류 해제,투수
2020-03-16,FA 계약,롯데,고효준,,투수
2020-03-10,소속선수 추가 등록,삼성,박세웅,군보류 해제,투수
2020-02-28,개명,LG,윤형준,개명전:윤대영,내야수
2020-02-28,임의해지 복귀,LG,윤대영,임의해지일:2019.2.27,내야수
2020-01-31,군보류 자유계약선수,LG,박부성,,내야수
2020-01-31,군보류 자유계약선수,LG,이준형,,투수
2020-01-31,군보류 자유계약선수,NC,권법수,,외야수
2020-01-31,군보류 자유계약선수,NC,김호민,,투수
2020-01-31,군보류 자유계약선수,KIA,남재현,,투수
2020-01-31,군보류 자유계약선수,롯데,김남길,,투수
2020-01-31,자유계약선수,두산,이교훈,,투수
2020-01-31,자유계약선수,두산,이민혁,,투수
2020-01-31,자유계약선수,키움,이찬석,,투수
2020-01-31,자유계약선수,NC,김기환,,외야수
2020-01-31,자유계약선수,NC,김철호,,내야수
2020-01-31,자유계약선수,NC,신진호,,투수
2020-01-31,자유계약선수,NC,이민호,,투수
2020-01-31,자유계약선수,NC,최재익,,투수
2020-01-31,자유계약선수,NC,홍성무,,투수
2020-01-31,자유계약선수,KT,이종혁,,투수
2020-01-31,자유계약선수,KT,전용주,,투수
2020-01-31,자유계약선수,KT,최건,,투수
2020-01-31,자유계약선수,한화,김창혁,,포수
2020-01-31,자유계약선수,한화,이충호,,투수
2020-01-31,자유계약선수,한화,정이황,,투수
2020-01-31,자유계약선수,롯데,김상호,,내야수
2020-01-31,자유계약선수,롯데,나경민,,외야수
2020-01-31,자유계약선수,롯데,박영완,,외야수
2020-01-31,자유계약선수,롯데,박한길,,투수
2020-01-30,FA 계약,키움,오주원,,투수
2020-01-29,개명,두산,이민혁,개명전:이재민,투수
2020-01-29,트레이드,키움,박준태,KIA→키움,외야수
2020-01-29,트레이드,KIA,장영석,키움→KIA,내야수
2020-01-25,FA 계약,한화,김태균,,내야수
2020-01-23,군보류,롯데,강민성,,투수
2020-01-23,FA 계약,두산,오재원,,내야수
2020-01-22,개명,KT,임지한,개명전:임성재,외야수
2020-01-22,개명,KT,한대겸,개명전:한승훈,투수
2020-01-20,FA 계약,NC,김태군,,포수
2020-01-18,FA 계약,한화,이성열,,내야수
2020-01-16,FA 계약,KIA,김선빈,,내야수
2020-01-16,FA 계약,한화,윤규진,,투수
2020-01-15,FA 보상선수,KIA,김현수,롯데→KIA,투수
2020-01-15,FA 계약,SK,김강민,,외야수
2020-01-10,FA 계약,NC,박석민,,내야수
2020-01-10,FA 계약,롯데,전준우,,외야수
2020-01-09,개명,NC,박대온,개명전:박광열,포수
2020-01-08,군보류,키움,송성문,,내야수
2020-01-08,군보류,키움,예진원,,외야수
2020-01-08,군보류,키움,하영민,,투수
2020-01-08,군보류,SK,안상현,,내야수
2020-01-08,군보류,LG,강정현,,투수
2020-01-08,군보류,NC,이우석,,투수
2020-01-08,군보류,KT,김태오,,투수
2020-01-08,군보류,KT,엄상백,,투수
